,e_class,prep_tweet
7347,2,look nicely friendly m sorry feel way apologize anger storm say not need shit good night overall m till friday thankfully
7348,0,relative car go slowly frozen road
7349,0,haven t experience totality get use gift feel like threaten jealous compete
7350,2,feel insult not respect let know s come indicate go bed
7351,5,gladly endure million emotional blowout tantrum privilege feel tender hand
7352,1,feel sad want thought extend point ill die
7353,0,sure feel nervous potential air raid luftwaffe
7354,0,feel afraid write thought need come
7355,4,feel satisfied pleased get good mark exam praise teacher good performance
7356,1,feel discourage pace personal evolution feel like jack kerouac toss marble maelstrom surf big sur
7357,5,aware personal reason feel fond shall prince suppose s human wish point abundantly clear
7358,1,feel damaged
7359,4,feel excited graduate kind lifestyle time cafe go open soon think coffee shop job work fix think ll soon
7360,4,m academic addict not m feel eager right
7361,1,wind get thing check list feel lousy frazzle early evening
7362,2,feel disgusted body
7363,1,think want settle immediately feel unpleasant
7364,4,not feel optimistic nod universe try
7365,5,feel like sweet fix snack
7366,1,hate feel
7367,4,try work hard feeling understand resolve
7368,4,feel blessed lucky find true old soul
7369,2,feel like edge get point wasn t bother win hell fight end
7370,1,feel body damage like stop ve little girl
7371,2,eat particularly dreadful railway burger feel irritated read remark suggestion call environment secretary
7372,4,feel convinced grimacing flip handle knife small pearl handle pistol
7373,4,thankful income let contribute cause feel important
7374,4,feel like hiding feel triumphant apathy
7375,4,feel peaceful happy decision glad grateful remain month mombasa
7376,5,love smell feel nostalgic
7377,1,feel guilty good good time fail recognize
7378,4,definitely feel stirring spring expect winter weather march feel assure season change
7379,0,feel like helpless duckie target commie feds time want run hide
7380,4,feel exceptionally brave dare corset
7381,1,not know m feel listless
7382,5,pay month month feel shame time grill hot dog point
7383,1,feel groggy ok leave house luxurious baby free day office ahead
7384,1,feel bad m post blog late
7385,4,having receive offer postgraduate work
7386,1,ve hijack fantasy feel foolish
7387,4,feel mellow content
7388,4,m relax feel sweet extremely active little baby wiggle belly
7389,1,feel pretty lame stop share bit fudgy mediocre doodle
7390,0,tutorial fearful feeling come sit chair look fellow student scared ask question challenge idea present
7391,4,think feel passionate begin teach
7392,0,leave meeting feel helpless betray law suppose protect people state
7393,1,feel crappy hope flight stuff clean sassy city girl outfit perfect city dress city walk shoe
7394,1,ve feel shitty lately
7395,1,feel heartbroken
7396,4,feel anger trust place let treat like
7397,1,feel people read writing know m dumb bunny
7398,0,m feel little anxious
7399,3,feel weird have dad hand stomach time especially minute wait feel taryn jump
7400,1,feeling severely beat whoop beer bat look forward unsteady foot duration
7401,4,feel useful giving
7402,1,wonder think hear song feel little disturbed listen disturbed individual
7403,2,feel impatient like life hurry push right illness
7404,1,think cause resonate deeply lack connection support feel support suffer
7405,5,guess book kind bring negative feeling self m long find simon guess will not read romance book future
7406,1,ve mother teenage girl sure hell little episode leave feel ugly crappy humiliate
7407,4,m feel fabulous look forward new day fun
7408,4,feel joyful carefree
7409,1,ve feel low home eat fill time hole heart
7410,2,feel wronged sad not space want
7411,1,feel pain suffering
7412,5,raise fund jag foundation jointly achieve growth charity feel extremely passionate
7413,1,feel little lonely
7414,4,love book review suggestion feel free tell m open suggestion
7415,1,feel like little kid punish mother wrong
7416,4,feel honored choose stand sideline journey cheer watch excel grow incredible doctor
7417,2,feel like hate person planet turn brendon
7418,1,kind feel lethargic day
7419,4,feel bit like internet replace valuable face face interpersonal relation view positive internet cyber relation today ve restore internet awesome honestly not think live mindset
7420,4,know crossroad thrift store find roughly like m wish search hard s feeling delicious awesome good bargain
7421,1,m feel surprisingly blank thing good bad happy sad
7422,1,feel like blame stress
7423,2,completely lose ability segregate feeling action rude hurtful father husband hero good friend heart
7424,4,liberal woman challenge say comment feel safe call intimidation feel
7425,3,mira feel curious like live castle m look computer
7426,0,time feel helpless regard life s path
7427,1,nursing major great friend long feel homesick
7428,2,feel somewhat dissatisfied
7429,1,walk away year believe not want people feel like worthless feel
7430,4,strive boyfriend zone land safely single feel lucky incredible beginning incredible people
7431,1,don t fully feel unpleasant emotion
7432,2,remember mix hear remember make feel irritable
7433,2,hate feeling damn person simply like not bother
7434,3,feel little overwhelmed like year time speed holiday season creep
7435,2,take football match referee extremely partial opposite team stir discontent anger
7436,4,feel relaxed art class painting conveniently end day unwind breather
7437,2,feel fuck time able concentrate amp feel anxiety time make stress apathetic amp not handle stress
7438,1,feel like miss bear particular religion
7439,5,realize vision beginning feel passionate
7440,4,try reach tongue lick vain close feel divine warmth pussy vain
7441,1,feel embarrassed
7442,4,feel brave thrifte outfit swimsuit
7443,0,time feel bit strange mom usher s traumatic brain injury toll mental physical capacity
7444,1,ad cringe feel disturbed
7445,4,feel radiant confidence baby
7446,2,get amazing news tracy today final cover chapter wonder feel rushed not time
7447,2,work think good reason feel pity disgusted rarely intrigue class people didn t care talk
7448,1,feel bad
7449,4,feel important voice know people read want thing think important hope comfort
7450,2,feel angry
7451,4,chug big ol beer stomach m loopy feel creative
7452,1,know karen not way address thing open miserable worm not s wrong not open hear feel turn ugly confrontation hate confrontation
7453,4,feel virtuous ve reject tether material good course suitcase cashmere sweater rainboot
7454,4,want feel like m important
7455,4,m feel optimistic year confident time ability business owner teacher
7456,5,ve wait life feel bless m compare dream way everybodys look good remembering time like imagination feel clear know real
7457,4,feel talented good
7458,5,feel ton love love loyal support person
7459,4,work confidence feel terrific
7460,4,not think depression feel go away night think start trust god pray help
7461,4,feel call delight
7462,2,m sure stuff andy feel annoyed mess chemical
7463,4,m feel let enjoy picture take field trip
7464,4,want people feeling delighted shock see
7465,2,tired feel irritable result
7466,4,feel transition piece sweet classy add touch goth punk rebellious style m fall lately
7467,2,hate moment feel hateful person
7468,4,feel pretty content rel bookmark feel pretty content href http getyourprettyon
7469,4,feel like m talented deliver line listener hear
7470,4,ve say thing number day feel optimistic
7471,4,good feeling feeling think clever stick needle arm song
7472,2,think understand s history lend explanation s project s kind important degree feel offend people question
7473,1,especially feel way think friend reject join clique
7474,4,doubt entirely honest s ok feel perfect feel happy s hell improvement
7475,1,feel balance trouble guide principle consider choose high priority
7476,1,m feel defeat negative point today
7477,4,not feel energetic
7478,1,feel like m emotional high excitment
7479,4,feel like s go nothing resolve revenge happen
7480,1,feel little lethargic recount href http en
7481,0,leave place feeling slightly shake s hard read hear thing
7482,4,feel president obama try america suck not know politic government actually thing ll productive
7483,0,feel weird feel like wanna curse bang head wall world focus
7484,1,flower time feel make wuss needy
7485,1,ve feel little stressed overwhelmed
7486,0,feel nervous hyena
7487,3,m feel amazing m answer question new york life good
7488,2,heat discussion spouse concern new house
7489,3,feel hold ve give time contemplation consolidation curious feeling
7490,1,easily wind feel inadequate look beautiful picture like think
7491,4,feel joyful read scripture pray thing thing
7492,2,feel frustrated lonely have hard time think elf regain strength let spend guy member sure
7493,4,look flaky streaky feel free tell
7494,3,feel daze unsure world die young disaster sacrifice live swath happen let happen frequency great cringe
7495,1,feel intensely emotional physical distress daily live disability
7496,2,boy try fool ok try gook boy
7497,1,feel bit jaded combination mixed feeling sleep big screen presentation think
7498,5,feel like care get thing actually relish experience learn mathematic course probably work thing minute will not let pressure
7499,1,feel especially disillusioned unhappy allow line difference especially tell life change fourteen experience alter perception
7500,1,hate job feel miserable try focus solve situation
7501,2,feel live world opposite long cold winter sign global warming free speech free long practice echo chamber political correctness u
7502,4,wish feel lose sight remember amazing
7503,1,hate feel stupid incompetent
7504,1,feel groggy trouser little loose truthfully reach fruit salad fully pack sandwich go leave feel uncomfortable rest day
7505,1,feel rotten need tell pass cloud ill laugh year
7506,0,bite dog
7507,2,begin feel irrationally resentful angry people
7508,4,say mixed feeling hand m glad benny survive hand preposterous
7509,3,stand kind dumbfounded look feel culture shock
7510,4,buy want recreate recipe order feel superior pretentious kid
7511,3,feel urgency introduce reader amazing touching story anna iya erik
7512,4,get outside drug take not exactly feel sociable
7513,2,feel twitchy physically agitate
7514,5,feel recall fond memory trip spend time family
7515,1,feel dishearten defeat
7516,2,m feel grouchy
7517,0,compare beauty feel unsure begin angel nature
7518,4,completely understand not actual fireplace see paint ruin feel set
7519,5,feel get look sweet nature mom
7520,1,wish way numb need feel completely numb
7521,4,feel rich today
7522,4,m feel today successful
7523,4,feel pleasant m keen hour shift ahead
7524,4,buy clothe feel uncomfterble accept
7525,2,t relax heart skip beat feel people s emotion irritated pace know need feel well
7526,1,feel distanced unimportant shh bah
7527,2,feel annoyed way economic job market set
7528,4,sit plane home feel positive certain want long time
7529,4,feel positive focus running photo
7530,2,feel stubborn resistant therapy
7531,1,bright spot feel burden initially think
7532,1,feel messy
7533,2,wake feel grouchy irritable didn t feel settle day remove patio small read school book end storm house discover doesn t flush toilet
7534,4,feel time think look pretty cute
7535,1,tie feel unhappy leave home miss jim foster lot
7536,2,feel kinda violent today
7537,2,feel morally outraged furious d like
7538,4,like m feel generous
7539,1,feel humiliate ignorance lack ability accommodate
7540,1,ill crawl kitchen feel miserable cook fresh healthy meal
7541,1,feel bit ungrateful feel like leave take care laundry packing winter clothe etc
7542,4,feel respected see
7543,0,child song make smile bring mediterranean love sea feel bone make frightened surprise day way
7544,2,feel like hate happen deserve
7545,1,feel disappointed suck charade
7546,5,feel generous wild crazy go drive steak shake
7547,4,feel people accept
7548,3,feel somewhat surprised read george hobica s discussion usa today
7549,0,know want frost decorate cookie write message think cream type frosting use butter shortening feel little hesitant add fat tran fat
7550,0,feel uglier strange deformed awkward look feel
7551,1,m confident person understand lot time not help feel lousy
7552,5,feeling pretty lovely yarn m stash bust bonus
7553,4,feel moment look splendid weekend
7554,1,not enought time tired feel unimportant
7555,0,know god say stuff right begin feel anxious
7556,5,effort ask jason s friend question include conversation make feel like considerate person feeling don t
7557,4,feel clever recent comment href http www
7558,0,m pretty sure feeling inside terrify
7559,4,feel like support yorkshire team know surprise packet round ha ha ha
7560,1,not believe statement say m feel sexually deprive
7561,0,t help feel bit apprehensive meantime
7562,4,feel jersey bit adventurous will not let away jersey
7563,4,know feel d like hear intelligent explanation stand
7564,0,worried know high feel little paranoid type person think care people think focus need life
7565,4,feel like innocent statement twist sinister inaccurate
7566,4,feel compulsion bludgeon onlooker fabulous want think designer label able acquire
7567,4,feel thrilled actually get marvelous home
7568,1,remember drive home arrive home feeling mournful
7569,1,currently feel rotten sort illness exactly hope small time home hey ho
7570,1,m feel disillusioned weighin
7571,4,feel kind website amazing learn purpose provide viewer knowledge history paris
7572,0,not know feel unsure aout thing especially people
7573,2,know signify feel dangerous secure relaxed don t guess cause undue stress
7574,1,feel like go shop afterward groggy feel like stuff pig
7575,1,feel slightly embarrassed
7576,5,feel longing idea
7577,1,feel defeat
7578,3,feel remembrance strange justin aryiku fall category
7579,3,start aimless internet search m feel curious
7580,5,think end minute ago get couch feel hot sore soft yknow fever body feel tender
7581,4,feel appreciative
7582,5,stubborn take getting hurt admit feel haven t considerate respect
7583,1,luck m feel bit jaded
7584,1,feel guilty
7585,2,feel like bother topic reason m sor
7586,4,gym double class feel perfect near early year
7587,4,feel word rich accurate describe texture color payoff
7588,1,go wake fucking headache like day week go feel needy grabby insecure like day week go mean like day week
7589,0,feel strange sitting blogge away amp have study
7590,4,m feel generous let bring dog em animal
7591,1,feel regretful hear shinae get married man oh s sad hope alex shinae couple real life perfect
7592,4,fan cheer penn state feel strong sense belong penn state family
7593,1,feel dismayed people stick salvation mentality
7594,0,cinema sister boyfriend man sit start stroke leg
7595,2,feel redden manhood insult demand satisfaction
7596,0,know fact feel terrified story win t good reader actually convince buy book read hate want read
7597,0,m feel pretty paranoid try cover cash protect belonging definitely feel like not like money laundering
7598,4,feel thrilled share fan lot song inspire
7599,1,feel disappointed spend time differently create interesting composition
7600,4,feel lucky stumble
7601,2,feel angry cancer slowly kill dad
7602,2,hope go moment m unfortunately feel bit resentful aftermath holiday
7603,4,feel determined help people face challenge change infrastructure society cycle inequality end
7604,4,feel creatively inspired
7605,5,soon start feel like like miss
7606,4,strong weak know surely improve person d like know feel worthwhile pursue
7607,4,feel super good
7608,4,inspire come away feel rejuvenate invigorate
7609,4,feel emo bouncy butterfly tummy everything go to ok kinda email feel shitty emo
7610,0,dam lake
7611,4,d fancy feel particularly delicious
7612,1,feel dirty
7613,1,feel regretful ashamed embarrased evey single thing ve not think m proud
7614,4,m feel jolly time m feel nao
7615,4,feel confident think day avoid english read french grammar morning
7616,5,feel fond realize
7617,4,feel self assure make decision la try point direct film
7618,4,feel loss precious life take mercilessly abominable effect happen hate
7619,1,need learn feel pain suffer
7620,2,remember feel impatient struggle like time
7621,4,stop consider meal come time m feel virtuous time sit eat
7622,4,feel ve year tell m intelligent
7623,1,intensely conscious cash leave gas food envelope intend save week help feel stressed scared
7624,4,wake morning text mr c declare walk work type mile feel virtuous
7625,4,climb day awful hump feel fabulous
7626,4,continue feel way couple week convince pregnancy test sure
7627,4,go happy today go enjoy feel excited life joyful eager knowing empower
7628,3,feel retrospect ability think history stuff mile mile newsprint carry feature article impress impact readership way intend
7629,1,let feeling reject guy
7630,4,feel blessed grateful let painful hand open amazing
7631,5,remember feel like fan perspective live chicago michael jordan chicago bulls era fond memory day today belong celtic tip cap
7632,2,happy hopefully good job t help feel little greedy
7633,4,feel joyful inside
7634,4,feel pull gravity temperature sun air smell earth air feel pleasant tug muscle
7635,5,love way feel love permanence love nostalgic feeling key fingertip
7636,5,feel feel longing desire come close feel old oak tree walk old trail listen quiet smell wild bush
7637,1,m sure s see close process feel entirely useless situation able away trouble ailment
7638,4,know sound recycled generic actually feel love sing love living m go school know card talented people world music business
7639,4,feel pretty cool wife coworker show design pinterest say husband designer
7640,1,tired feel helpless want control situation
7641,3,m feel overwhelmed
7642,1,lose close friend
7643,4,leave feeling challenge eager study word look holy spirit experience confuse happend confuse scripture
7644,1,visit finland couple week ago albeit wonderful extremely refreshing hometown time week spend day begin feel slightly homesick homesick tallinn
7645,5,feel need pimp raini beloved rocky casting director love
7646,2,promise will not enter anymore giveaway feel greedy not resist
7647,0,m excited feel scared
7648,1,hate feel devastate unhealthy habit suppress feeling
7649,2,need hold hug like love love quiet sit stop stupid not parent cos know d run not run people feel rude
7650,4,feel happy time see
7651,5,feel horny nowadays
7652,1,wake yesterday morning wonder hurt mommys feeling horrible feeling stomach horrible chest pain
7653,1,want feel emotional pain
7654,1,trouble focus feel day know s suffer know mom suffer way
7655,0,m feel little apprehensive feel like m suddenly way old compare mental age
7656,1,feel ugly fellow human
7657,1,feel utterly humiliate time humble goodness heart
7658,5,feel devoted profession annoyed thing adversely bring adverse publicity profession like hearnsay ill inform patient medium ignorant politician make use health care tool boost publicity
7659,1,walk away weekend feeling simply dirty like harmful feeling overpower feeble attempt justify action weekend
7660,4,baht usd feel satisfied little spend
7661,4,m feel good
7662,0,step guy alway fast situation make feel unsure elusively shy
7663,4,feel like m sure lead d look like boob misrepresent thing
7664,1,thrilled outcome feel crappy couldn t celebrate start feel well mainly occur increase dosage thyroid replacement hormone supplemental estrogen
7665,4,flag fly turkish school feel proud
7666,1,head family look feel worthless
7667,4,feel optimistic
7668,4,don t know want lead race feel early
7669,0,feel weird
7670,1,m feel homesick
7671,1,succumb dread commuter virus feel altogether little bit rotten
7672,1,look sweet little face cry mama want hold love feel horribly awful frustrate
7673,1,feel sorry
7674,2,feel know angry put key lock want punch s face single time key lock know go
7675,1,motivated learn lesson history feel doom repeat mistake
7676,4,didn t blogging feel want post useful reader
7677,3,feel shocked expect happen
7678,0,feel bit reluctant write
7679,1,feel like ungrateful ingrate bastard confess momentarily lose appreciation life
7680,2,want feel like like stubborn sister
7681,5,not recall vividly recall look say think look feeling sympathetic maybe empathetic well word course need space
7682,2,feel atmosphere dangerous
7683,1,feel see sweeney todd disturb disgusted well description
7684,0,feel little suspicious
7685,3,m sure reilly feel need weird
7686,1,want embarrassed feeling come mouth dumb m love know not like eye m pretty like think mind s reason not love right
7687,4,cease feel amuse single facial expression power modify student behavior
7688,0,m have biannual mammogram know hurt m feel unusually apprehensive
7689,4,feel clever actually intend
7690,1,know feel talk like ppl ladder vain amp shallow amp bla bla bla
7691,1,hate feel unwelcome
7692,5,feel gentle stare feel love
7693,2,hate helpless feel stubborn stop take m fine m m stubborn not start bad episode scare take cycle start
7694,4,feel calm comfortable wear neutral color
7695,4,m feel generous today here link
7696,2,feel vaguely frustrate extent thought cycling invade space mind
7697,3,feel bit overwhelmed tired anxious etc
7698,5,wish people feel support time
7699,4,feel tranquil content
7700,4,fall asleep feeling content ultimately drive room
7701,4,know tote feel like value equal person coworker laugh shut woman
7702,4,recall feel welcome return woodstock month later white thanksgiving
7703,0,feel frightened wanna run wanna ve hit lightning t stand fall apart t veil heart ll ll
7704,4,generally pretty happy positive person time nerve kick feel happy smiley
7705,4,admit feel sympathy dignified defiant
7706,1,know awful game result feel crappy overall
7707,4,feel sure develop thrilling piece theatre
7708,5,m bash gw hobby people try hard focus subject feel passionate want spend time right
7709,1,feel karma punish don t know meaning contentment img src http www
7710,5,knelt close feel gentle breath speak need eye share mutual understanding communicate word pure silence feel peace
7711,1,feel like s life
7712,0,remember feel paranoid
7713,0,feel overwhelmed
7714,4,way close finish line start line feel amazing
7715,1,feel heartbroken alot
7716,1,feel shitty emotional helpless
7717,3,feel like fall love amazed make family well tell advocate
7718,1,understand feel lonely like know
7719,2,feel angry resentful need remind day sober possible fellowship support way
7720,1,behave way go maybe act don t think guess matter perception happen feel devastate
7721,1,m outcast feel fake sense belong
7722,4,ve stay trendy hotel north america tendency feel cool unfriendly
7723,5,feel passionate
7724,0,ve feel little overwhelmed thing lately small step find lecture help bit
7725,1,start menopause constantly suffer mood swing temper flood tear unable sit long period concentrate feel constantly weepy edge feel unable cope day task ordinary life
7726,1,feel utterly useless mother not know
7727,1,way uptight second time feel awkward bare potential make feel uncomfortable
7728,2,feel like m lose motivation scale unkind lately attitude possibly throw away ve work
7729,4,m feel holly jolly
7730,2,head fully expect sell age ago find stagger upstairs feel bitter twisted disappointed allocate penny lurk bank account
7731,0,t help feel weird open closet apartment somebody s live didn t
7732,1,m feel stupid
7733,1,responsible feel terribly dismay lack care job lately irresponsible regard shit job not feel like m let
7734,0,want avoid feel terrified
7735,1,feel depressed nearly time
7736,2,feel stress
7737,1,feel vain
7738,1,depression thing start get well today feel bad know feel pit heart worthless failure
7739,2,wake feel cranky morning
7740,5,go bit auster binge remember feel particularly fond mr vertigo boy learn fly
7741,0,start feel shaky hungry
7742,5,feel like life affectionate old sibling
7743,3,feel amazed god new friend aren t amazing don t run hide dark room join
7744,1,wake pound headache sore throat fatigue nausea feel utterly miserable
7745,2,feel resentful hateful downright furious
7746,4,know thing sound bleak paragraph moment like feel happy life lead point
7747,4,feel apology sincere not help feel bit unhappy happen
7748,1,powerless life thing leave feel abuse unhappy generally discontent miserable stick
7749,5,blue try imagine smile tear pour feel loved
7750,1,feel horrible
7751,1,crush think suicide kid fight prove psychotic behavior noconscience feel joy hurt prevail
7752,2,good conscience encourage young kid read stuff feel vile matter good
7753,4,feel bit jolly today work
7754,1,feel bad creature
7755,4,feel like successful helpless feeling super sucky counterproductive
7756,4,feel passionate student choice reading job encourage love read
7757,5,happy feel love
7758,2,feel impatient thank nic know calm
7759,4,think missy abandon project feel like time convince come finish song need material length
7760,1,will not face obstacle feel like stress mess bad mommy failure
7761,5,feel gentle let
7762,2,m feel irritable sick
7763,1,feel lame use color pencil color pokemon
7764,1,not feel isolated world year holiday
7765,1,know somewhat strange feel cat unhappy make kind sad
7766,4,advance boldly feel adventurous warn
7767,4,m time feel perfectly content
7768,4,ve read blog year feel like s faithful reader
7769,4,feel kind entertained
7770,2,feeling fuck feel neutral
7771,4,feel mellow work
7772,1,m feel jaded right
7773,2,hear loud clear important issue grand scheme thing not help feel petty
7774,4,feel honored team attend launch definitely eye opener new
7775,1,feel lame say
7776,1,wake feeling devastated
7777,1,feel like m stress worried upset
7778,2,feel angered make feel like somewhat liar
7779,5,feel love href http www
7780,0,catch thug age
7781,0,feel fearful sensitive non confrontational drive girl thrive executive corporate world
7782,0,feel threaten ease private information permeate system
7783,1,feel stress venture photograph nature form lift spirit
7784,1,don t know m speak feel like stupid day
7785,1,feel emotionally drain
7786,0,feel go happen end startle
7787,1,feel m doom fail upcoming global regent
7788,4,plant tree feel virtuous hot thirsty
7789,1,feel pained think
7790,3,usually doubt self point feel amazing housewife motor day list thing tell husband day work home
7791,5,feel like like time feel let
7792,1,understand unbearable feel like worthless shit time
7793,1,accept apology feel like s remorseful treat
7794,2,feel hate feel angry feel sad feel like m go abandon feel angry abandon reality age expect party abandon
7795,5,feel lot life live delicate balance clean utter mess
7796,3,feel curious sense relief lightness think possible sex desirable desire ultimate act self validation
7797,1,feel heartbroken reason strong m finish
7798,0,feel bore restless
7799,2,wrong ridiculous feel pissed
7800,1,know eternally torne feel helpless useless
7801,4,feel successful look reflection change
7802,4,feel glad home find change change
7803,4,hope nathan haley fans droop result feel ll terribly glad result
7804,4,feel lively compare noisy dead atmosphere life hill
7805,2,thing personally feel wrong little memory stay
7806,5,call animesh tell feeling supportive
7807,5,feel sympathetic
7808,4,m feel contented type
7809,4,leave office feeling relieved
7810,4,feel virtuous like whip cloth napkin reusable shopping bag
7811,2,grit tooth shake head spend minute feel irritated
7812,0,feel afraid stop shoulde
7813,1,know feel repressed prisoner guideline lds church
7814,1,feel like time break lousy boyfriend m practice like junk
7815,1,feel lonely isolate lately
7816,0,not feel alarmed moreso feeling total welcome
7817,4,like feel respect guy m abuse
7818,3,feel amazed see chiangmai
7819,4,day get know share dwelling boyfriend parent place get little crowded grow bother want room feel doubt
7820,4,restrain emotion ask ask su wen laugh say smile maybe feeling sincere concern su wen right
7821,4,feel passionate thing
7822,4,go movie date
7823,1,worry have repay feel burden couldn t afford manage understand fun despite break lot time
7824,1,feel low day matter care
7825,1,t help think oakwood feel unwelcome campus
7826,0,feel bit afraid thin thin like know elevate thyroid hormone eat movement improve metabolism drug normal range distressed end hyperthyroidism thin healthy thin
7827,1,feel lot jaded fan m rate base ve see hear play
7828,4,feel ecstatic feel hyper
7829,4,get cab train station feel firstly convinced definitely method madness flat planet think visit day secondly scary telephone interview ve conduct
7830,4,hook girl kitwe beautiful standard
7831,1,hold day arm feel numb paralysed
7832,1,sorry amma feel bad honest
7833,4,feel absolutely elegant white coat cheap version m worried get dirty
7834,4,feeling canada ll find prince charming
7835,1,feel time happen
7836,5,meet cute girl feel kind fond today normally girl complex
7837,4,feel daddy appreciative grateful give circumstance take care release final resting place
7838,1,drink lot get hand sort drug pain m feel today blame lack sleep hour spend walk atlanta
7839,5,m feel loved today noon
7840,4,wonder inside initial warmth feel poignant pierce penetrate feel despite figment computer suspiciously feel pleasant
7841,4,feel bit optimistic day
7842,0,feel pretty shy right not know
7843,1,try spend time feel miserable school usually offer throw face
7844,5,use small p size p m feel generous massage milk skin little section feel area need apply
7845,2,feel disgusted jealousy stop take example offensive
7846,4,live amorphous lifestyle subject feeling feel fantastic rhythm work time
7847,5,like family feeling character think ryder hope passionate
7848,2,miss you miss comment feedback feel little resentful d shut bad apple folk not understand baffle life
7849,4,didn t feel reassure tone understand big shock adjustment
7850,5,feeling follow sweet luke go
7851,2,not know cheat look like cause know year appear life time make feel mad
7852,2,m professor look like spitball friend die cry pillow night feel dangerous tickle jealousy lure lair
7853,5,feel loss beloved dog chewie
7854,1,feel sad
7855,2,feel bit annoyed not affect
7856,5,feel longing country remember childhood gunong ledang mountain start series call puteri gunong ledang evoke legend memory jungle fairy live mind
7857,1,know later read ill feel regretful ve post thing ill mad self
7858,4,feel happy thank
7859,4,feel like parent one think acceptable not know want life not feel need
7860,5,admit feel pretty horny nicole
7861,1,feel burden goal
7862,0,grandeur find feel intimidate
7863,4,feel need productive day have stress exam feel like not goal m work make sense
7864,1,move little flat london struggle look feel useless
7865,4,legitimately feel intelligent end day worthless stupid like feel sit michael bay movie
7866,4,feeling week quickly splendid not way favorite man await end week ryan andrew bird course
7867,1,don t feel groggy like sleep morning
7868,1,m feel guilty helpless hopeless
7869,4,good morning gym zumba class follow half hour swim course cycle feel virtuous
7870,3,m sure treat entire time get distinct feeling not impressed
7871,1,think peer lack month year vote feeling hopeless watch news click refresh button night
7872,5,feel like like hair well sulfate free brand believe reputable brand
7873,4,find geocentric feel sure
7874,3,admit feel bitterly surprised rapidly throw towel
7875,1,feel unimportant suck
7876,0,suppose moment feel vulnerable laugh lot feel alive
7877,3,remember frequently feel surprised statistic population hsp give come hsp
7878,1,feel like highschool make unhappy
7879,4,want feel happy
7880,5,feel like week m love wednesday post yesterday
7881,1,feel disturbed thing m feel shame
7882,4,start sew garment feel like popular clothing brand cheaply
7883,5,decide locate margaret jeff feel longing know
7884,4,feel truly bless opportunity teach child watch grow
7885,4,know get engaged feel like support marry not treat
7886,2,find feel angry
7887,4,feel excited time blog
7888,4,feel bless able didn t
7889,1,feel unwelcome guest begin hold retreat pray moment
7890,4,post try work writing want student feel passionate
7891,1,feel useless m stuck situation
7892,2,m type m blow nose feel extremely cranky
7893,4,feel comfortable
7894,4,not feel glamorous
7895,2,anatomy lesson
7896,4,feel inside creative person go
7897,4,chat parent great friendship come s nice feel friendly term people school event neighborhood
7898,4,hear cool time day make feel cool
7899,4,feel value include don t s superpower
7900,4,m feel ok il tough time pretty unpleasant
7901,0,remember year ago yesterday feel unsure scared future hold
7902,5,don t think s woman hasn t feel angst rosa feel deal death beloved aunt chasm father
7903,4,feel innocent easily get emotional silly thing
7904,4,feel reassure comfort see oncologist month surgeon month
7905,2,feel violent dream snap awake difficult dream mother represent self violence universal beautiful metaphor
7906,4,m start feel content talk
7907,4,bottle feeling weight loss strategy d rich
7908,1,think blogging good way writing etrie short win t feel burden writing
7909,1,m feel exhausted
7910,4,kind life upheaval additional work stress make hard feel thrilled upcoming holiday
7911,3,hope hand book mormon feel impressed
7912,0,feel intimidate question
7913,1,feel like m rotten inside
7914,0,feel shaky tired feel like long run eat come home want banana gatorade
7915,1,feel stupid overly awkward
7916,1,feel useless utterly worthless
7917,0,feel uncontrollably agitated idea
7918,1,want able stop whim feel ashamed half inch dust shelf tv stand
7919,5,feel like getting marry romantic fun
7920,0,keep think right mindset effort push away feeling afraid
7921,4,feel satan not want m go determined
7922,4,mixed feeling book look significantly superior movie
7923,4,feel beloved season call hyde count season href http bookmark
7924,1,neutral feeling broke girl like kat denningss deadpan delivery href http medium
7925,2,know art animal lame feel particularly violent crab
7926,2,feel hate jim martin s
7927,1,feel submissive
7928,4,concerned gut feel drop aol quickly trust verizon paranoia
7929,0,feel bit frightened touch car away repeatedly ask stop put stuff
7930,1,feel extremely boring
7931,4,want shout not smile time touch feel delicious feeling inside
7932,1,feel deeply humiliate read ari ben menashe s book entitle profit war mousavi s friend manuchehr ghorbani cia agent
7933,4,feel like m get barely free time oxford
7934,1,love drink love medicine want health anymore family reaction feel depressed
7935,2,feel wrong
7936,0,guess need go m feel nervous m excited
7937,4,feel relaxed privilege love serve people
7938,1,m sure couple month feel homesick skype family thanksgiving m work time december th taiwan surprise interesting enjoyable holiday
7939,2,feel irritable depressed course day stop think hungry angry lonely tired
7940,0,go feeling say fearful conflicted
7941,1,well word describe way feel heartbroken
7942,4,feel ecstatic time new old opening credit tree hill href http twitter
7943,4,feel fairly virtuous
7944,1,feel unhappy sad
7945,1,ignore feeling ignore
7946,1,listen hurricane rain outside window feel little melancholy
7947,2,pack didn t want wait talk friend feel irritable tired eventually give try place feel situation
7948,2,feel thigh stubborn go away rate stomach arm butt
7949,0,okay s awful feeling fall way stop maybe s day m afraid fall
7950,1,feeling abuse humiliate insult search correspond code catsa criminal code canada woman perform body search man
7951,4,know feel festive eating outside
7952,4,size m afrad make feel complacent
7953,4,feel need blog pagetitle flab fab
7954,2,feel like create grumpy state meanness
7955,2,imagine ill eventually migrate middle feel greedy
7956,5,feel light ve get energy m love rhythm day
7957,0,walk snake
